INDICAÇÃO,TÍTULO,AUTOR,EDITORA,QUANT, VALOR UNITÁRIO, VALOR TOTAL
FUNDAMENTAL II,CREPUSCULARES SONETOS,JOSE WALTER PIRES,IMEPH,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,DESEJO DE ÁRVORES E PÁSSAROS,ROSEANA MURRAY,IMEPH,"1,100", R$  70.00 ," R$  77,000.00 "
FUNDAMENTAL II,DUAS LENDAS INDÍGENAS DE AMOR,FERNANDO PAIXÃO,IMEPH,"1,100", R$  40.00 ," R$  44,000.00 "
FUNDAMENTAL II,"E VOCÊ, O QUE VAI FAZER?",JULIANA BARROSO TAVARES PARENTE,IMEPH,"1,100", R$  40.00 ," R$  44,000.00 "
FUNDAMENTAL II,FESTA DE BOIS,"ARLENE HOLANDA, LENICE GOMES",IMEPH,"1,100", R$  42.00 ," R$  46,200.00 "
FUNDAMENTAL II,FIOS QUE ATRAVESSAM O TEMPO,"ANA NEILA TORQUATO, HOZANA COSTA, ROSE COSTA",IMEPH,"1,100", R$  40.00 ," R$  44,000.00 "
FUNDAMENTAL II,LEITURA ENCANTADA 2: GÊNEROS TEXTUAIS,LUCINDA AZEVEDO,IMEPH,"1,100", R$  150.00 ," R$  165,000.00 "
FUNDAMENTAL II,LUIZ LUA ALEGRIA,PAULO MATRICÓ,IMEPH,"1,100", R$  65.00 ," R$  71,500.00 "
FUNDAMENTAL II,O CONFEITEIRO DE JARDIM,SILVANA DE MENEZES,IMEPH,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,O DUENDE E AS LETRAS ENCANTADAS,EVARISTO GERALDO,IMEPH,"1,100", R$  65.00 ," R$  71,500.00 "
FUNDAMENTAL II,O GRANDE JOAQUIM NABUCO E A OBRA DA ESCRAVIDÃO,CRISPINIANO NETO,IMEPH,"1,100", R$  65.00 ," R$  71,500.00 "
FUNDAMENTAL II,O LABIRINTO DO MINOTAURO,SEVERINO RODRIGUES,IMEPH,"1,100", R$  42.00 ," R$  46,200.00 "
FUNDAMENTAL II,O PEQUENO PRÍNCIPE,ANTOINE DE SAINT-EXUPÉRY,IMEPH,"1,100", R$  45.00 ," R$  49,500.00 "
FUNDAMENTAL II,"O PIOLHO, A PRINCESA E O TROVADOR","ARLENE HOLANDA, LENICE GOMES",IMEPH,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,O REFÚGIO DAS INTERROGAÇÕES,MARCIEL MELO,IMEPH,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,PESCADORES DE HISTÓRIAS,FABIANA GUIMARÃES,IMEPH,"1,100", R$  65.00 ," R$  71,500.00 "
FUNDAMENTAL II,"PIRANGI, PIRANGI",ALBANY CASTRO BARROS,IMEPH,"1,100", R$  70.00 ," R$  77,000.00 "
FUNDAMENTAL II,POESIA EM CENA 1,ANA THAIS FEITOSA,IMEPH,"1,100", R$  110.00 ," R$  121,000.00 "
FUNDAMENTAL II,POESIA EM CENA 2,ANA THAIS FEITOSA,IMEPH,"1,100", R$  110.00 ," R$  121,000.00 "
FUNDAMENTAL II,POESIA EM CENA 3,FLAVIA SUASSUNA,IMEPH,"1,100", R$  110.00 ," R$  121,000.00 "
FUNDAMENTAL II,QUATRO LÉGUAS E MEIA DE CORDEL,ANTONIO FRANCISCO,IMEPH,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,SETE CONTOS DE MARIA,ANTONIO FRANCISCO,IMEPH,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,TODAS AS CORES DO NEGRO,ARLENE HOLANDA,IMEPH,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,VAMOS FALAR SOBRE CÂNCER?,PAOLA TÔRRES,IMEPH,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,VENCENDO A DENGUE,CRISPINIANO NETO,IMEPH,"1,100", R$  65.00 ," R$  71,500.00 "
FUNDAMENTAL II,VOZES DA TRADIÇÃO,MARCO HAURÉLIO,IMEPH,"1,100", R$  130.00 ," R$  143,000.00 "
FUNDAMENTAL II,CASTELO DE AREIA,LARA T. VAINSTOK,INDEPENDENTE,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,A + PERTO DO CORAÇÃO,LUH OLIVEIRA,INVERSO,"1,100", R$  42.00 ," R$  46,200.00 "
FUNDAMENTAL II,A CASA DO MORRO BRANCO,RACHEL DE QUEIROZ,JOSE OLYMPIO,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,AS TRÊS MARIAS,RACHEL DE QUEIROZ,JOSE OLYMPIO,"1,100", R$  55.00 ," R$  60,500.00 "
FUNDAMENTAL II,DORA DORALINA,RACHEL DE QUEIROZ,JOSE OLYMPIO,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,JACARANDAS EM FLOR,GRACILIANO RAMOS,JOSE OLYMPIO,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,LAMPIÃO E A BEATA MARIA DO EGITO,RACHEL DE QUEIROZ,JOSE OLYMPIO,"1,100", R$  55.00 ," R$  60,500.00 "
FUNDAMENTAL II,O GALO DE OURO,RACHEL DE QUEIROZ,JOSE OLYMPIO,"1,100", R$  70.00 ," R$  77,000.00 "
FUNDAMENTAL II,TRANSATLÂNTICO,MARIANA MARQUES,LA BARCA,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,A CAÇADA DE GOYA,KARINNA PIMENTA,LÊ,"1,100", R$  62.00 ," R$  68,200.00 "
FUNDAMENTAL II,CLUBE DA COVA,LUÍS DILL,LÊ,"1,100", R$  56.00 ," R$  61,600.00 "
FUNDAMENTAL II,CONTOS DE OLOFI,TEREZA CARDENAS,LÊ,"1,100", R$  59.00 ," R$  64,900.00 "
FUNDAMENTAL II,MESTRE LISBOA: O ALEIJADINHO,NELSON CRUZ,LÊ,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,"METADE PAI, METADE MUNDO",ROSA AMANDA STRAUSZ,LÊ,"1,100", R$  62.00 ," R$  68,200.00 "
FUNDAMENTAL II,METAMORFOSES,FLÁVIA CÔRTES; FLÁVIA MUNIZ; REGINA DRUMMOND; ROSANA RIOS; SALMO,LÊ,"1,100", R$  61.00 ," R$  67,100.00 "
FUNDAMENTAL II,O JARDIM DE PIPOCAS,RAIMUNDO MATOS DE LEÃO,LÊ,"1,100", R$  59.00 ," R$  64,900.00 "
FUNDAMENTAL II,O MÃO DE VELUDO,LUIS EDUARDO MATTA,LÊ,"1,100", R$  68.00 ," R$  74,800.00 "
FUNDAMENTAL II,PARA SER BERNARDO,DANSA,LÊ,"1,100", R$  63.00 ," R$  69,300.00 "
FUNDAMENTAL II,PASSAGEIRA 45: O VALE DOS MISTÉRIOS,FLÁVIA CÔRTES,LÊ,"1,100", R$  66.00 ," R$  72,600.00 "
FUNDAMENTAL II,PLANO DE ATAQUE E O VALE DOS MISTÉRIOS ,LUIS EDUARDO MATTA,LÊ,"1,100", R$  66.00 ," R$  72,600.00 "
FUNDAMENTAL II,ESPUMAS FLUTUANTES,CASTRO ALVES,MARTIN CLARET,"1,100", R$  39.00 ," R$  42,900.00 "
FUNDAMENTAL II,I JUCA PIRAMA OS TIMBIRAS OUTROS POEMAS,GONÇALVES DIAS,MARTIN CLARET,"1,100", R$  39.00 ," R$  42,900.00 "
FUNDAMENTAL II,OS ESCRAVOS,CASTRO ALVES,MARTIN CLARET,"1,100", R$  39.00 ," R$  42,900.00 "
FUNDAMENTAL II,ÚLTIMOS CANTOS,GONÇALVES DIAS,MARTIN CLARET,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,AS CINCO DAMAS DA CONDESSA,SIMONE CAVALCANTE,MUNDO LEITURA,"1,100", R$  45.00 ," R$  49,500.00 "
FUNDAMENTAL II,O DIÁRIO DE DANDARA,CLAUDIA LINS,MUNDO LEITURA,"1,100", R$  59.00 ," R$  64,900.00 "
FUNDAMENTAL II,"CONTOS BRASILEIROS: ENCONTROS, DESENCONTOS E CONFLITOS",SAMIRA CAMPDELLI,MVC EDITORA,"1,100", R$  79.00 ," R$  86,900.00 "
FUNDAMENTAL II,VIDA E POESIA DE AUGUSTO DOS ANJOS,JUCA PONTES,MVC EDITORA,"1,100", R$  79.00 ," R$  86,900.00 "
FUNDAMENTAL II,ME CHAMO ARIANO,JUCA PONTES,MVERAS,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,A HISTÓRIA DE AMOR DE FERNANDO E ISAURA,ARIANO SUASSUNA,NOVA FRONTEIRA,"1,100", R$  65.00 ," R$  71,500.00 "
FUNDAMENTAL II,A PENA E A LEI ,ARIANO SUASSUNA,NOVA FRONTEIRA,"1,100", R$  55.00 ," R$  60,500.00 "
FUNDAMENTAL II,AUTO DE JOÃO DA CRUZ,ARIANO SUASSUNA,NOVA FRONTEIRA,"1,100", R$  55.00 ," R$  60,500.00 "
FUNDAMENTAL II,FARSA DA BOA PREGUIÇA ,ARIANO SUASSUNA,NOVA FRONTEIRA,"1,100", R$  65.00 ," R$  71,500.00 "
FUNDAMENTAL II,O CASAMENTO SUSPEITOSO,ARIANO SUASSUNA,NOVA FRONTEIRA,"1,100", R$  55.00 ," R$  60,500.00 "
FUNDAMENTAL II,O DESERTOR DE PRINCESA,ARIANO SUASSUNA,NOVA FRONTEIRA,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,O SEDUTOR DO SERTÃO,ARIANO SUASSUNA,NOVA FRONTEIRA,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,UMA MULHER VESTIDA DE SOL,ARIANO SUASSUNA,NOVA FRONTEIRA,"1,100", R$  55.00 ," R$  60,500.00 "
FUNDAMENTAL II,VIDA-NOVA BRASILEIRA E OUTROS TEXTOS EM PROSA E VERSO,ARIANO SUASSUNA,NOVA FRONTEIRA,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,AS CEM MELHORES CRÔNICAS BRASILEIRAS,JOAQUIM FERREIRA DOS SANTOS,OBJETIVA,"1,100", R$  90.00 ," R$  99,000.00 "
FUNDAMENTAL II,CRÔNICAS PARA LER NA ESCOLA - IGNÁCIO DE LOYOLA BRANDÃO,IGNÁCIO DE LOYOLA BRANDÃO,OBJETIVA,"1,100", R$  58.00 ," R$  63,800.00 "
FUNDAMENTAL II,ILUSTRAÇÕES PARA FOTOGRAFIAS DE DANDARA,JOÃO CABRAL DE MELO NETO,OBJETIVA,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,MAIS COMÉDIAS PARA LER NA ESCOLA,LUIS FERNANDO VERISSIMO,OBJETIVA,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,O REI DA NOITE,JOÃO UBALDO RIBEIRO,OBJETIVA,"1,100", R$  65.00 ," R$  71,500.00 "
FUNDAMENTAL II,OS CEM MELHORES CONTOS BRASILEIROS DO SÉCULO,ITALO MORICONI JUNIOR,OBJETIVA,"1,100", R$  98.00 ," R$  107,800.00 "
FUNDAMENTAL II,POEMAS PARA LER NA ESCOLA - JOÃO CABRAL DE MELO NETO,JOÃO CABRAL DE MELO NETO,OBJETIVA,"1,100", R$  63.00 ," R$  69,300.00 "
FUNDAMENTAL II,POEMAS PARA LER NA ESCOLA - MÁRIO QUINTANA,MARIO QUINTANA,OBJETIVA,"1,100", R$  63.00 ," R$  69,300.00 "
FUNDAMENTAL II,REDAÇÃO INFALÍVEL,DÉBORA ALADIM,OBJETIVA,"1,100", R$  53.00 ," R$  58,300.00 "
FUNDAMENTAL II,QUEM CHAMAREI DE LAR,MYRIAM SCOTTI,PANTOGRAF,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,O ACORDO – SUCESSO NO TIKTOK,ELLE KENNEDY,PARALELA,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,O ALQUIMISTA,PAULO COELHO,PARALELA,"1,100", R$  43.00 ," R$  47,300.00 "
FUNDAMENTAL II,O ERRO – SUCESSO NO TIKTOK,ELLE KENNEDY,PARALELA,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,O JOGO – SUCESSO NO TIKTOK,ELLE KENNEDY,PARALELA,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,LIVRO DAS ORIGENS,JOSE ARRABAL,PAULINAS,"1,100", R$  45.00 ," R$  49,500.00 "
FUNDAMENTAL II,LUIZ GAMA - A SGA DE UM LIBERTADOR,MAGUI,PEIROPOLIS,"1,100", R$  64.00 ," R$  70,400.00 "
FUNDAMENTAL II,MIL MILHAS,TAMARA KLINK,PEIROPOLIS,"1,100", R$  70.00 ," R$  77,000.00 "
FUNDAMENTAL II,QUIDUNGO ,JOAQUIM DE ALMEIDA,PEIROPOLIS,"1,100", R$  70.00 ," R$  77,000.00 "
FUNDAMENTAL II,FEITO CÃO E GATO,LUH OLIVEIRA,PENALUX,"1,100", R$  40.00 ," R$  44,000.00 "
FUNDAMENTAL II,A FALÊNCIA,JULIA LOPES DEALMEIDA,PENGUIN,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,IRACEMA,JOSÉ DE ALENCAR,PENGUIN,"1,100", R$  43.00 ," R$  47,300.00 "
FUNDAMENTAL II,MEMÓRIAS DE UM SARGENTO DE MILÍCIAS,MANUEL ANTÔNIO DE ALMEIDA,PENGUIN,"1,100", R$  45.00 ," R$  49,500.00 "
FUNDAMENTAL II,O ATENEU,RAUL POMPEIA,PENGUIN,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,O CORTIÇO,ALUÍSIO AZEVEDO,PENGUIN,"1,100", R$  45.00 ," R$  49,500.00 "
FUNDAMENTAL II,PAPÉIS AVULSOS,MACHADO DE ASSIS,PENGUIN,"1,100", R$  53.00 ," R$  58,300.00 "
FUNDAMENTAL II,QUINCAS BORBA,MACHADO DE ASSIS,PENGUIN,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,TRISTE FIM DE POLICARPO QUARESMA,LIMA BARRETO,PENGUIN,"1,100", R$  48.00 ," R$  52,800.00 "
FUNDAMENTAL II,ÚRSULA,MARIA FIRMINA DOS REIS,PENGUIN,"1,100", R$  45.00 ," R$  49,500.00 "
FUNDAMENTAL II,DA IDEIA AO BILHÃO,DANIEL BERGAMASCO,PORTFOLIO-PENGUIN,"1,100", R$  68.00 ," R$  74,800.00 "
FUNDAMENTAL II,ONDAS AGITADAS - POEMAS E PENSAMENTOS ,GONZAGA MOTA ,PREMIUS,"1,100", R$  30.00 ," R$  33,000.00 "
FUNDAMENTAL II,A MEGERA DOMADA,WILLIAM SHAKESPEARE,PRINCIPIS,"1,100", R$  20.00 ," R$  22,000.00 "
FUNDAMENTAL II,ILIADA,DIEGO AGRIMBAU,PRINCIPIS,"1,100", R$  30.00 ," R$  33,000.00 "
FUNDAMENTAL II,MULHERES NEGRAS ISNPIRADORAS,MOREIRA DE ACOPIARA,PRINCIPIS,"1,100", R$  35.00 ," R$  38,500.00 "
FUNDAMENTAL II,O MERCADOR DE VENEZA,WILLIAM SHAKESPEARE,PRINCIPIS,"1,100", R$  20.00 ," R$  22,000.00 "
FUNDAMENTAL II,O SONHO DE LAMPIÃO,MARCO HAURELIO,PRINCIPIS,"1,100", R$  35.00 ," R$  38,500.00 "
FUNDAMENTAL II,ODISSEIA,DIEGO AGRIMBAU,PRINCIPIS,"1,100", R$  30.00 ," R$  33,000.00 "
FUNDAMENTAL II,OS TRES MOSQUITEIROS,ALEXANDRE DUMAS,PRINCIPIS,"1,100", R$  30.00 ," R$  33,000.00 "
FUNDAMENTAL II,A REVOLUÇÃO DOS BICHOS,GEORGE ORWELL,QUADRINHOS NA CIA,"1,100", R$  70.00 ," R$  77,000.00 "
FUNDAMENTAL II,ANNE FRANK — A BIOGRAFIA ILUSTRADA,SID JACOBSON,QUADRINHOS NA CIA,"1,100", R$  58.00 ," R$  63,800.00 "
FUNDAMENTAL II,AS BARBAS DO IMPERADOR,LILIA MORITZ SCHWARCZ,QUADRINHOS NA CIA,"1,100", R$  73.00 ," R$  80,300.00 "
FUNDAMENTAL II,AVENIDA PAULISTA,LUIZ GÊ,QUADRINHOS NA CIA,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,CLARA DOS ANJOS,BARRETO LIMA,QUADRINHOS NA CIA,"1,100", R$  68.00 ," R$  74,800.00 "
FUNDAMENTAL II,D. JOÃO CARIOCA,"SCHWARCZ, LILIA MORITZ; SPACCA",QUADRINHOS NA CIA,"1,100", R$  63.00 ," R$  69,300.00 "
FUNDAMENTAL II,DOIS IRMÃOS,"HATOUM, MILTON; MOON, FÁBIO; BÁ, GABRIEL; FÁBIO MOON E GABRIEL BÁ,",QUADRINHOS NA CIA,"1,100", R$  68.00 ," R$  74,800.00 "
FUNDAMENTAL II,GRANDE SERTÃO: VEREDAS (EDIÇÃO EM QUADRINHOS),JOÃO GUIMARÃES ROSA,QUADRINHOS NA CIA,"1,100", R$  100.00 ," R$  110,000.00 "
FUNDAMENTAL II,HILDA E O TROLL,LUKE PEARSON,QUADRINHOS NA CIA,"1,100", R$  53.00 ," R$  58,300.00 "
FUNDAMENTAL II,O ALIENISTA (EDIÇÃO EM QUADRINHOS),"MOON, FÁBIO; BÁ, GABRIEL; ASSIS, MACHADO DE",QUADRINHOS NA CIA,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,O ÚLTIMO CAVALEIRO ANDANTE,WILL EISNER,QUADRINHOS NA CIA,"1,100", R$  53.00 ," R$  58,300.00 "
FUNDAMENTAL II,OS SERTÕES,"FERREIRA, CARLOS; ROSA, RODRIGO",QUADRINHOS NA CIA,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,SAPIENS (EDIÇÃO EM QUADRINHOS): O NASCIMENTO DA HUMANIDADE,YUVAL NOAH HARARI,QUADRINHOS NA CIA,"1,100", R$  78.00 ," R$  85,800.00 "
FUNDAMENTAL II,CANGAÇO,GRACILIANO RAMOS,RECORD,"1,100", R$  65.00 ," R$  71,500.00 "
FUNDAMENTAL II,CARTAS,GRACILIANO RAMOS,RECORD,"1,100", R$  65.00 ," R$  71,500.00 "
FUNDAMENTAL II,INFÂNCIA,GRACILIANO RAMOS,RECORD,"1,100", R$  65.00 ," R$  71,500.00 "
FUNDAMENTAL II,INSÔNIA,GRACILIANO RAMOS,RECORD,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,PEQUENA HISTÓRIA DA REPUBLICA,GRACILIANO RAMOS,RECORD,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,SÃO BERNARDO,GRACILIANO RAMOS,RECORD,"1,100", R$  55.00 ," R$  60,500.00 "
FUNDAMENTAL II,VIAGEM,GRACILIANO RAMOS,RECORD,"1,100", R$  55.00 ," R$  60,500.00 "
FUNDAMENTAL II,CONVERGENTE,VERONICA ROTH,ROCCO,"1,100", R$  55.00 ," R$  60,500.00 "
FUNDAMENTAL II,DIVERGENTE - UMA ESCOLHA PODE TE TRANSFORMAR,VERONICA ROTH,ROCCO,"1,100", R$  55.00 ," R$  60,500.00 "
FUNDAMENTAL II,HARRY POTTER E A CÂMARA SECRETA - (CAPA DURA),J.K ROWLING,ROCCO,"1,100", R$  65.00 ," R$  71,500.00 "
FUNDAMENTAL II,HARRY POTTER E A CRIANÇA AMALDIÇOADA,J.K ROWLING,ROCCO,"1,100", R$  65.00 ," R$  71,500.00 "
FUNDAMENTAL II,INSURGENTE - UMA ESCOLHA PODE TE DESTRUIR,VERONICA ROTH,ROCCO,"1,100", R$  55.00 ," R$  60,500.00 "
FUNDAMENTAL II,ASTRONOMIA - CIENCIA EM VERSOS DE CORDEL,GONÇALO FERREIRA ,ROVELLE,"1,100", R$  56.00 ," R$  61,600.00 "
FUNDAMENTAL II,BRASILIANA LENDAS DO BRASIL EM CORDEL,GONÇALO FERREIRA ,ROVELLE,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,CRIAÇÃO - CIENCIAS EM VERSOS DE CORDEL,GONÇALO FERREIRA ,ROVELLE,"1,100", R$  56.00 ," R$  61,600.00 "
FUNDAMENTAL II,HISTORIAS AMARELADAS,SONIA ROSA,ROVELLE,"1,100", R$  55.00 ," R$  60,500.00 "
FUNDAMENTAL II,TER OU NÃO TER,LUIZ CLAUDIO CARDOSO,ROVELLE,"1,100", R$  49.00 ," R$  53,900.00 "
FUNDAMENTAL II,MITOLOGIA POETICA ,DIVA LOPES,SAÍRA,"1,100", R$  68.00 ," R$  74,800.00 "
FUNDAMENTAL II,O ULTIMO PASSARO DAQUI ,BRUNO ENRIQUE COELHO,SAÍRA,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,SERÁ O BENEDITO,MARIO DE ANDRADE,SAÍRA,"1,100", R$  51.00 ," R$  56,100.00 "
FUNDAMENTAL II,A BAILARINA FANTASMA,SOCORRO ACIOLI,SEGUINTE,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,A CABEÇA DO SANTO,SOCORRO ACIOLI,SEGUINTE,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,CINDERELA CHINESA,ADELINE YEN MAH,SEGUINTE,"1,100", R$  55.00 ," R$  60,500.00 "
FUNDAMENTAL II,DE REPENTE NAS PROFUNDEZAS DO BOSQUE,AMÓS OZ,SEGUINTE,"1,100", R$  55.00 ," R$  60,500.00 "
FUNDAMENTAL II,EU SOU MALALA (EDIÇÃO JUVENIL),"MALALA YOUSAFZAI, PATRICIA  MCCORMICK",SEGUINTE,"1,100", R$  55.00 ," R$  60,500.00 "
FUNDAMENTAL II,FRANKENSTEIN,MARY SHELLEY,SEGUINTE,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,HEROÍNAS NEGRAS BRASILEIRAS,JARID ARRAES,SEGUINTE,"1,100", R$  43.00 ," R$  47,300.00 "
FUNDAMENTAL II,HISTÓRIAS DE MISTÉRIO,LYGIA FAGUNDES TELLES,SEGUINTE,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,O MENINO DO PIJAMA LISTRADO,JOHN BOYNE,SEGUINTE,"1,100", R$  58.00 ," R$  63,800.00 "
FUNDAMENTAL II,OS MISERÁVEIS,VICTOR HUGO,SEGUINTE,"1,100", R$  55.00 ," R$  60,500.00 "
FUNDAMENTAL II,AMIGOS DE VERDADE,ANGELICA SAMPAIO,SOL LITERARIO,"1,100", R$  43.00 ," R$  47,300.00 "
FUNDAMENTAL II,O CAJUEIRO,ANGELICA SAMPAIO,SOL LITERARIO,"1,100", R$  43.00 ," R$  47,300.00 "
FUNDAMENTAL II,OLHAOS PARA MARIELLA,ANGELICA SAMPAIO,SOL LITERARIO,"1,100", R$  40.00 ," R$  44,000.00 "
FUNDAMENTAL II,OS OLHOS NÃO VEEM O CORAÇÃO SENTE,ANGELICA SAMPAIO,SOL LITERARIO,"1,100", R$  44.00 ," R$  48,400.00 "
FUNDAMENTAL II,MAIS QUE FUTEBOL: POESIA,FABIO BRAZZA,TIMBÚ,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,ASSASSINATO NO CONDOMÍNIO DE LUXO ,TITO PRATES,TRILHA EDUCACIONAL,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,BIEL - A JORNADA PARA A CURA ,NALU SAAD ,TRILHA EDUCACIONAL,"1,100", R$  56.00 ," R$  61,600.00 "
FUNDAMENTAL II,FAMÍLIA SEM NOME ,JULIO VERNE ,TRILHA EDUCACIONAL,"1,100", R$  53.00 ," R$  58,300.00 "
FUNDAMENTAL II,MAYRA E A FLORESTA VIVA ,"ADRIANA KORTLANDT, MARCELO CAPUTTI, MARCOS LINHARES ",TRILHA EDUCACIONAL,"1,100", R$  37.00 ," R$  40,700.00 "
FUNDAMENTAL II,MEUS ÚLTIMOS 45 DIAS ,ROGER CHEDID ,TRILHA EDUCACIONAL,"1,100", R$  40.00 ," R$  44,000.00 "
FUNDAMENTAL II,O FAROL DO FIM DO MUNDO ,JULIO VERNE ,TRILHA EDUCACIONAL,"1,100", R$  40.00 ," R$  44,000.00 "
FUNDAMENTAL II,O PRESIDENTE NEGRO - O CHOQUE DAS RAÇAS,MONTEIRO LOBATO ,TRILHA EDUCACIONAL,"1,100", R$  39.00 ," R$  42,900.00 "
FUNDAMENTAL II,STEPH - A SUPER HIPER-ATIVA ,VIVIANE FAIR ,TRILHA EDUCACIONAL,"1,100", R$  38.00 ," R$  41,800.00 "
FUNDAMENTAL II,TERRA DA DIFICULIDADE ,FERNANDA OLIVEIRA FELIZ ,TRILHA EDUCACIONAL,"1,100", R$  30.00 ," R$  33,000.00 "
FUNDAMENTAL II,O TESOURO PERDIDO DAS TERRAS DO SEM-FIM,PAWLO CIDADE,VIA LITTERARUM,"1,100", R$  40.00 ," R$  44,000.00 "
FORM PROF,CIDADE DE ÁGUA E SAL ,PAULO LINHARES ,ARMAZEM DA CULTURA,700, R$  48.00 ," R$  33,600.00 "
FORM PROF,JÁDER DE CARVALHO E O DIÁRIO DO POVO ,JOSÉ ALFREDO MONTENEGRO,ARMAZEM DA CULTURA,700, R$  52.00 ," R$  36,400.00 "
FORM PROF,JOSÉ DE ALENCAR O PROFETA E O CHOCOLATE ,PAULO LINHARES ,ARMAZEM DA CULTURA,700, R$  48.00 ," R$  33,600.00 "
FORM PROF,O CORUJAO CORUJA ,ALUISIO DE AZEVEDO ,ARMAZEM DA CULTURA,700, R$  53.00 ," R$  37,100.00 "
FORM PROF,PRODUÇÃO CULTURTAL ,RACHEL GADELHA ,ARMAZEM DA CULTURA,700, R$  54.00 ," R$  37,800.00 "
FORM PROF,UM CERTO CONTAO COM A LUA,ANTONIO GIRÃO BARROSO,ARMAZEM DA CULTURA,700, R$  48.00 ," R$  33,600.00 "
FORM PROF,ENTRE LUGARES SOL POR SOBRE MARGENS,ÂNGELA LINHARES,BRASIL TROPICAL,700, R$  60.00 ," R$  42,000.00 "
FORM PROF,A PEDAGOGIA NOVO NORMAL,"CASEMIRO CAMPOS, FERNANDA DE FAÇANHA, JULIANA MARINA E RAIMUNDA NONATA",CAMINHAR,700, R$  30.00 ," R$  21,000.00 "
FORM PROF,"AVALIAÇÃO DA EDUCAÇÃO, DESEMPENHO ESCOLAR E GESTÃO PEDAGÓGICA",CASEMIRO DE MEDEIROS CAMPOS FABRÍCIA ROBERTA VIANAMARIA ELIANA ALVES LIMA,CAMINHAR,700, R$  50.00 ," R$  35,000.00 "
FORM PROF,"AVALIAÇÃO, APRENDIZAGEM E GESTÃO ESCOLAR",LEOMAR,CAMINHAR,700, R$  30.00 ," R$  21,000.00 "
FORM PROF,BNCC – BASE NACIONAL COMUM CURRICULARUMA REFLEXÃO PARA ALÉM DA DEFINIÇÃO NORMATIVA,CASEMIRO DE MEDEIROS CAMPOS,CAMINHAR,700, R$  40.00 ," R$  28,000.00 "
FORM PROF,CAMINHOS DA PRÁTICA EDUCATIVA,MARIA CLAUDIA GOMES BARBOSADAYANE DA SILVA BEZERRA,CAMINHAR,700, R$  40.00 ," R$  28,000.00 "
FORM PROF,DIDÁTICA: FERRAMENTA PARA O TRABALHO DOCENTE EM SALA DE AULA,CASEMIRO DE MEDEIROS CAMPOS,CAMINHAR,700, R$  50.00 ," R$  35,000.00 "
