INDICAÇÃO,TÍTULO,AUTOR,EDITORA,QUANT, VALOR UNITÁRIO, VALOR TOTAL
FUNDAMENTAL I,O ESPÍRITO DAS CORES,MAVIAEL MELO,IMEPH,"1,000", R$  55.00 ," R$  55,000.00 "
FUNDAMENTAL I,O LIVRO BORBOLETA,LAILSON DE HOLANDA CAVALCANTI,IMEPH,"1,000", R$  70.00 ," R$  70,000.00 "
FUNDAMENTAL I,O LIVRO-PASSARINHO,EUGÊNIO LEANDRO,IMEPH,"1,000", R$  38.00 ," R$  38,000.00 "
FUNDAMENTAL I,O MENINO QUE SONHAVA PASSARINHO,MACIEL MELO,IMEPH,"1,000", R$  50.00 ," R$  50,000.00 "
FUNDAMENTAL I,O SEGREDO DAS SAPATILHAS DOURADAS,MARIJÔSE ALBUQUERQUE COSTA,IMEPH,"1,000", R$  65.00 ," R$  65,000.00 "
FUNDAMENTAL I,ONDE NASCE A POESIA,EDNALDO VIEIRA DO NASCIMENTO,IMEPH,"1,000", R$  42.00 ," R$  42,000.00 "
FUNDAMENTAL I,PEDRO PEREIRA PINTOR PORTUGUÊS,LENICE GOMES,IMEPH,"1,000", R$  40.00 ," R$  40,000.00 "
FUNDAMENTAL I,PORQUE O GALO NÃO PODE VOLTAR AO PARAÍSO,SELMA GINEZ,IMEPH,"1,000", R$  45.00 ," R$  45,000.00 "
FUNDAMENTAL I,RODA MUNDO,WALTER LARA,IMEPH,"1,000", R$  50.00 ," R$  50,000.00 "
FUNDAMENTAL I,SÓ O SABIÁ SABIA,LENICE GOMES,IMEPH,"1,000", R$  40.00 ," R$  40,000.00 "
FUNDAMENTAL I,SONHOS DE MEL,"BRUNO MONTEIRO, NANA LACERDA",IMEPH,"1,000", R$  70.00 ," R$  70,000.00 "
FUNDAMENTAL I,UM CIRCO ASSIM EU QUERO PRA MIM,MARIJÔSE ALBUQUERQUE COSTA,IMEPH,"1,000", R$  60.00 ," R$  60,000.00 "
FUNDAMENTAL I,UM COLO PARA AIAZINHA,SALIZETE SOARES,IMEPH,"1,000", R$  50.00 ," R$  50,000.00 "
FUNDAMENTAL I,UMA ESCADA PARA O CÉU,POLLYABA GAMA E TALITA NOZOMI,IMEPH,"1,000", R$  82.00 ," R$  82,000.00 "
FUNDAMENTAL I,UMA HISTÓRIA DIFERENTE,ARLENE HOLANDA,IMEPH,"1,000", R$  42.00 ," R$  42,000.00 "
FUNDAMENTAL I,A LEOA QUE NÃO RIA AS SEXTAS-FEIRAS,DANIELLE LOURENÇO,INTELIGENIOS,"1,000", R$  50.00 ," R$  50,000.00 "
FUNDAMENTAL I,A MÃE DA MENINA E A MENINA DA MÃE,FLAVIO DE SOUZA,INTELIGENIOS,"1,000", R$  50.00 ," R$  50,000.00 "
FUNDAMENTAL I,DETETIVE OURIÇO,RODRIGO BRUNO,INTELIGENIOS,"1,000", R$  50.00 ," R$  50,000.00 "
FUNDAMENTAL I,"GRILHERME, O SONHADOR",LUIZ MADRID,INTELIGENIOS,"1,000", R$  65.00 ," R$  65,000.00 "
FUNDAMENTAL I,JANELA ,BETINA LIMANELLO,INTELIGENIOS,"1,000", R$  72.00 ," R$  72,000.00 "
FUNDAMENTAL I,LILA E BETH,MARILIA LAMAS,INTELIGENIOS,"1,000", R$  75.00 ," R$  75,000.00 "
FUNDAMENTAL I,MAE QUERO SER CIENTISTA,THOMAZ EDSON VELOSO,INTELIGENIOS,"1,000", R$  72.00 ," R$  72,000.00 "
FUNDAMENTAL I,MUNDAREU,JOREL KULIK,INTELIGENIOS,"1,000", R$  72.00 ," R$  72,000.00 "
FUNDAMENTAL I,"NO DIA EM QUE NASCI, TIO CELESTINO ME CONTOU QUE CRIAVA GALINHAS","ANDERSON NOVELLO, ",INTELIGENIOS,"1,000", R$  50.00 ," R$  50,000.00 "
FUNDAMENTAL I,OS ADORAVEIS BILHETINHOS DA PROFESSORA ADA,"ANDERSON NOVELLO, ",INTELIGENIOS,"1,000", R$  70.00 ," R$  70,000.00 "
FUNDAMENTAL I,PALHOCA O PALHACO ESPANTALHO DE PALHA,REGINA MARQUES,INTELIGENIOS,"1,000", R$  72.00 ," R$  72,000.00 "
FUNDAMENTAL I,TEMPOS DE ENGRENAGEM,THALYNNI LAVOR,INTELIGENIOS,"1,000", R$  50.00 ," R$  50,000.00 "
FUNDAMENTAL I,TRAVESSEIRO DE VENTO,NORMA CHIE ,INTELIGENIOS,"1,000", R$  65.00 ," R$  65,000.00 "
FUNDAMENTAL I,ZUG E GUZ E GUZ E ZUG,ANDRE CURVELLO,INTELIGENIOS,"1,000", R$  50.00 ," R$  50,000.00 "
FUNDAMENTAL I,CAFUTE E PENA DE PRATA,RACHEL DE QUEIROZ,JOSE OLYMPIO,"1,000", R$  55.00 ," R$  55,000.00 "
FUNDAMENTAL I,O QUINZE,RACHEL DE QUEIROZ,JOSE OLYMPIO,"1,000", R$  55.00 ," R$  55,000.00 "
FUNDAMENTAL I,ANINHAÇÃO,LUIZ ANTONIO AGUIAR,LÊ,"1,000", R$  59.00 ," R$  59,000.00 "
FUNDAMENTAL I,O MENINO QUE INVENTOU O SERTÃO,ALEXANDRE AZEVEDO,LÊ,"1,000", R$  59.00 ," R$  59,000.00 "
FUNDAMENTAL I,CONFUSÃO NA FAZENDA,FLÁVIO COLOMBINI,LUNIK,"1,000", R$  25.00 ," R$  25,000.00 "
FUNDAMENTAL I,SOFIA,MAYANA NEIVA,LUNIK,"1,000", R$  53.00 ," R$  53,000.00 "
FUNDAMENTAL I,A PLANTA CARNÍVORA DO LÉO,CLAUDIA SOUZA,MUNDO LEITURA,"1,000", R$  51.00 ," R$  51,000.00 "
FUNDAMENTAL I,O MEU CORAÇÃO ESTÁ SEMPRE EM VIAGEM,DANIELA PALUMBO,MUNDO LEITURA,"1,000", R$  55.00 ," R$  55,000.00 "
FUNDAMENTAL I,O REIZINHO E O ESPELHO,CLAUDIA LINS,MUNDO LEITURA,"1,000", R$  40.00 ," R$  40,000.00 "
FUNDAMENTAL I,O TAMBOR ENCANTADO UMA HISTÓRIA DE AFETOS E REENCONTROS,CLAUDIA LINS,MUNDO LEITURA,"1,000", R$  55.00 ," R$  55,000.00 "
FUNDAMENTAL I,A PENSÃO DE DONA BERTA E OUTRAS HISTÓRIAS PARA JOVENS,ARIANO SUASSUNA,NOVA FRONTEIRA,"1,000", R$  55.00 ," R$  55,000.00 "
FUNDAMENTAL I,O AUTO DA COMPADECIDA,ARIANO SUASSUNA,NOVA FRONTEIRA,"1,000", R$  55.00 ," R$  55,000.00 "
FUNDAMENTAL I,CONTOS E CRÔNICAS PARA LER NA ESCOLA,JOÃO UBALDO RIBEIRO,OBJETIVA,"1,000", R$  65.00 ," R$  65,000.00 "
FUNDAMENTAL I,VIDA E PAIXÃO PANDONAR O CRUEL,JOÃO UBALDO RIBEIRO,OBJETIVA,"1,000", R$  60.00 ," R$  60,000.00 "
FUNDAMENTAL I,COZINHEIRO ATRAPALHADO,SILVIO COSTA,PAULINAS,"1,000", R$  40.00 ," R$  40,000.00 "
FUNDAMENTAL I,GOSTO DE POESIA ,CINTIA BARRETO,PAULINAS,"1,000", R$  41.00 ," R$  41,000.00 "
FUNDAMENTAL I,HISTORIAS SOPRADAS VENTO,FABIO MONTEIRO,PAULINAS,"1,000", R$  56.00 ," R$  56,000.00 "
FUNDAMENTAL I,CONTO DE ESCOLA EM QUADRINHOS,SILVINO,PEIROPOLIS,"1,000", R$  72.00 ," R$  72,000.00 "
FUNDAMENTAL I,DE RODA EM RODA - BRINCANDO E CANTANDO O BRASIL,TECA ALENCAR,PEIROPOLIS,"1,000", R$  96.00 ," R$  96,000.00 "
FUNDAMENTAL I,CARMEN: A GRANDE PEQUENA NOTÁVEL,"SEIXAS, HELOISA; ROMEU, JULIA",PEQUENA ZAHAR,"1,000", R$  55.00 ," R$  55,000.00 "
FUNDAMENTAL I,ESTE É O LOBO,ALEXANDRE RAMPAZO,PEQUENA ZAHAR,"1,000", R$  60.00 ," R$  60,000.00 "
FUNDAMENTAL I,EU QUERO UM CACHORRO,JON AGEE,PEQUENA ZAHAR,"1,000", R$  53.00 ," R$  53,000.00 "
FUNDAMENTAL I,NA FLORESTA,ANTHONY BROWNIE,PEQUENA ZAHAR,"1,000", R$  58.00 ," R$  58,000.00 "
FUNDAMENTAL I,NÃO DERRAME O LEITE!,"CORR, CHRISTOPHER; DAVIES, STEPHEN",PEQUENA ZAHAR,"1,000", R$  55.00 ," R$  55,000.00 "
FUNDAMENTAL I,NINA,TRACI N. TODD,PEQUENA ZAHAR,"1,000", R$  53.00 ," R$  53,000.00 "
FUNDAMENTAL I,O PROTESTO,EDUARDA LIMA,PEQUENA ZAHAR,"1,000", R$  48.00 ," R$  48,000.00 "
FUNDAMENTAL I,O TÚNEL,ANTHONY BROWNIE,PEQUENA ZAHAR,"1,000", R$  58.00 ," R$  58,000.00 "
FUNDAMENTAL I,SELVAGEM,EMILY HUGHES,PEQUENA ZAHAR,"1,000", R$  58.00 ," R$  58,000.00 "
FUNDAMENTAL I,LEOZINHO O DETETIVE EM O CASO MISTERIOSO,FERNANDA DE OLIVEIRA,QU4TRO,"1,000", R$  45.00 ," R$  45,000.00 "
FUNDAMENTAL I,O CANTO DO MENINO VIAJANTE,FERNANDA DE OLIVEIRA,QU4TRO,"1,000", R$  50.00 ," R$  50,000.00 "
FUNDAMENTAL I,O DIA EM QUE PERDI O MEU CELULAR,CARLOS COLONA,QU4TRO,"1,000", R$  50.00 ," R$  50,000.00 "
FUNDAMENTAL I,A TERRA DOS MENINOS PELADOS,GRACILIANO RAMOS,RECORD,"1,000", R$  55.00 ," R$  55,000.00 "
FUNDAMENTAL I,VIDAS SECAS,GRACILIANO RAMOS,RECORD,"1,000", R$  55.00 ," R$  55,000.00 "
FUNDAMENTAL I,A VOZ DA VIDA,REGINE RAYMOND,ROVELLE,"1,000", R$  60.00 ," R$  60,000.00 "
FUNDAMENTAL I,DUDA CATA TUDO,SHEILA KAPLAN,ROVELLE,"1,000", R$  55.00 ," R$  55,000.00 "
FUNDAMENTAL I,MARIA PINGO DAGUA,FATIMA BORGHOFF,ROVELLE,"1,000", R$  53.00 ," R$  53,000.00 "
FUNDAMENTAL I,O REI QUE NASCEU QUADRADO,MARÍLIA OLIVEIRA,SAÍRA,"1,000", R$  47.00 ," R$  47,000.00 "
FUNDAMENTAL I,ROBÔ NÃO SOLTA PUM,ANDRÉ ABUJAMRA,SAÍRA,"1,000", R$  40.00 ," R$  40,000.00 "
FUNDAMENTAL I,A DAMA DE BRANCO,GRAZIELA DOMINI; EDSOLEDA SANTOS,SOLISLUNA,"1,000", R$  35.00 ," R$  35,000.00 "
FUNDAMENTAL I,A INCRÍVEL SERENA CONTRA O TEMÍVEL ASPIRALDO,NATÁLIA PAIVA,SOLISLUNA,"1,000", R$  60.00 ," R$  60,000.00 "
FUNDAMENTAL I,A LAGARTA QUE SONHAVA VOAR,SÉRGIO PEREZ,SOLISLUNA,"1,000", R$  60.00 ," R$  60,000.00 "
FUNDAMENTAL I,A UNIÃO FAZ A COLCHA,ENÉAS GUERRA; ANTONIO MIRANDA,SOLISLUNA,"1,000", R$  60.00 ," R$  60,000.00 "
FUNDAMENTAL I,"ERNESTO, O LEÃO FAMINTO",GUSTI LOLA CASAS,SOLISLUNA,"1,000", R$  60.00 ," R$  60,000.00 "
FUNDAMENTAL I,MARGARIDA BEM-ME-QUER,DÉBORA KNITTEL,SOLISLUNA,"1,000", R$  55.00 ," R$  55,000.00 "
FUNDAMENTAL I,MARTIN BARULIM - OS SONS DO BEBÊ,NATÁLIA PAIVA,SOLISLUNA,"1,000", R$  50.00 ," R$  50,000.00 "
FUNDAMENTAL I,O GOSTO DO MORANGO,NATHALIE GUERREIRO,SOLISLUNA,"1,000", R$  55.00 ," R$  55,000.00 "
FUNDAMENTAL I,O IALORIXÁ E O PAJÉ,MÃE STELLA DE OXÓSSI,SOLISLUNA,"1,000", R$  65.00 ," R$  65,000.00 "
FUNDAMENTAL I,QUANDO SOMOS UM SÓ,ALESSANDRO MARIMPIETRI,SOLISLUNA,"1,000", R$  60.00 ," R$  60,000.00 "
FUNDAMENTAL I,QUE BICHO DOIDO!,ENÉAS GUERRA,SOLISLUNA,"1,000", R$  40.00 ," R$  40,000.00 "
FUNDAMENTAL I,SAÍRA SETE CORES,DÉBORA KNITTEL,SOLISLUNA,"1,000", R$  55.00 ," R$  55,000.00 "
FUNDAMENTAL I,TECELAGEM,GOYA LOPES,SOLISLUNA,"1,000", R$  60.00 ," R$  60,000.00 "
FUNDAMENTAL I,GIGANTE DO CORAÇÃO AZUL,ANA CAROLINA LEMOS,SUINARA,"1,000", R$  50.00 ," R$  50,000.00 "
FUNDAMENTAL I,O DIARIO DE EVELYN - UM NOVO NORMAL,LUANA CARDIM,SUINARA,"1,000", R$  58.00 ," R$  58,000.00 "
FUNDAMENTAL I,O POMAR DAS MAÇAS DOURADAS,SERGIO MERLI,SUINARA,"1,000", R$  51.00 ," R$  51,000.00 "
FUNDAMENTAL I,AS AVENTURAS DE LULUCA NA PARAÍBA ENCANTADA,CLOTILDE TAVARES,TIMBÚ,"1,000", R$  55.00 ," R$  55,000.00 "
FUNDAMENTAL I,AS RÃS CANTAVAM COMO PASSARINHO,ANA CLAÚDIA TRIGUEIRO,TIMBÚ,"1,000", R$  50.00 ," R$  50,000.00 "
FUNDAMENTAL I,DANTE O ELEFANTE,LOUISE FERNANDES,TIMBÚ,"1,000", R$  55.00 ," R$  55,000.00 "
FUNDAMENTAL I,FLORIANÓPOLIS: PARA CONHECER E AMAR,CRISTINA SANTOS,TIMBÚ,"1,000", R$  55.00 ," R$  55,000.00 "
FUNDAMENTAL I,JULINHA E OS SEGREDOS DO CEARÁ,YANE CORDEIRO,TIMBÚ,"1,000", R$  55.00 ," R$  55,000.00 "
FUNDAMENTAL I,MEU RECIFE MINHA CIDADE,IGO MARIANO,TIMBÚ,"1,000", R$  55.00 ," R$  55,000.00 "
FUNDAMENTAL I,"NATAL, COMO EU TE AMO",ANDREIA REGINA MENDES,TIMBÚ,"1,000", R$  55.00 ," R$  55,000.00 "
FUNDAMENTAL I,O ANEL DE GIGES,FABIO BRAZZA ,TIMBÚ,"1,000", R$  43.00 ," R$  43,000.00 "
FUNDAMENTAL I,O CIRCO,MANOEL CAVALCANTE,TIMBÚ,"1,000", R$  45.00 ," R$  45,000.00 "
FUNDAMENTAL I,O FANTÁSTICO MUNDO DO SAL,ROGERIOTAYGRA,TIMBÚ,"1,000", R$  55.00 ," R$  55,000.00 "
FUNDAMENTAL I,O MENINO LIVRO,MANOEL CAVALCANTE,TIMBÚ,"1,000", R$  45.00 ," R$  45,000.00 "
FUNDAMENTAL I,O TESOURO DE FORTALEZA,DANILO FONTENELLE,TIMBÚ,"1,000", R$  55.00 ," R$  55,000.00 "
FUNDAMENTAL I,PENSAMENTO INVERSO,FABIO BRAZZA ,TIMBÚ,"1,000", R$  44.00 ," R$  44,000.00 "
FUNDAMENTAL I,SE FALA ASSIM NO SERTÃO,MANOEL CAVALCANTE,TIMBÚ,"1,000", R$  43.00 ," R$  43,000.00 "
FUNDAMENTAL I,"TÃO PERTO, TÃO LONGE",MANOEL CAVALCANTE,TIMBÚ,"1,000", R$  46.00 ," R$  46,000.00 "
FUNDAMENTAL I,CADÊ?,REGINA MENDES ,TRILHA EDUCACIONAL,"1,000", R$  30.00 ," R$  30,000.00 "
FUNDAMENTAL I,ESPERANDO PELAS ONDAS,MICHELLE NKAMANKENG,TRILHA EDUCACIONAL,"1,000", R$  30.00 ," R$  30,000.00 "
FUNDAMENTAL I,FÁBULAS DE ESOPO,ESOPO E OUTROS ,TRILHA EDUCACIONAL,"1,000", R$  33.00 ," R$  33,000.00 "
FUNDAMENTAL I,MORANDO NO ESPAÇO -  LIVING IN SAPCE,JOÃO PAULO GUERRA BARRERA,TRILHA EDUCACIONAL,"1,000", R$  56.00 ," R$  56,000.00 "
FUNDAMENTAL I,O ANIVERSÁRIO DO LEÃO ,ANA ROBERTA DE OLIVEIRA,TRILHA EDUCACIONAL,"1,000", R$  40.00 ," R$  40,000.00 "
FUNDAMENTAL I,OS MIL TSURUS,NALU SAAD,TRILHA EDUCACIONAL,"1,000", R$  26.00 ," R$  26,000.00 "
FUNDAMENTAL I,A CASA QUE ASSOVIAVA,MARTA LAGARTA,YELLOWFONTE,"1,000", R$  65.00 ," R$  65,000.00 "
FUNDAMENTAL II,UMA HISTÓRIA DAS COPAS DO MUNDO - VOL. 1 ,AIRTON FARIAS, ARMAZEM DA CULTURA ,"1,100", R$  83.00 ," R$  91,300.00 "
FUNDAMENTAL II,UMA HISTÓRIA DAS COPAS DO MUNDO - VOL. 2 ,AIRTON FARIAS, ARMAZEM DA CULTURA ,"1,100", R$  82.00 ," R$  90,200.00 "
FUNDAMENTAL II,A CASA DOS BUDAS DITOSOS,JOÃO UBALDO RIBEIRO,ALFAGUARA,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,A ESCOLA DAS FACAS / AUTO DO FRADE,JOÃO CABRAL DE MELO NETO,ALFAGUARA,"1,100", R$  85.00 ," R$  93,500.00 "
FUNDAMENTAL II,A LITERATURA COMO TURISMO,JOÃO CABRAL DE MELO NETO,ALFAGUARA,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,AGRESTES,JOÃO CABRAL DE MELO NETO,ALFAGUARA,"1,100", R$  85.00 ," R$  93,500.00 "
FUNDAMENTAL II,ANTOLOGIA POÉTICA,MARIO QUINTANA,ALFAGUARA,"1,100", R$  85.00 ," R$  93,500.00 "
FUNDAMENTAL II,CRIME NA CALE RELATOR / SERVILHA ANDANDO,JOÃO CABRAL DE MELO NETO,ALFAGUARA,"1,100", R$  85.00 ," R$  93,500.00 "
FUNDAMENTAL II,DIÁRIO DAS COINCIDÊNCIAS,"CARRASCOZA, JOÃO ANZANELLO",ALFAGUARA,"1,100", R$  75.00 ," R$  82,500.00 "
FUNDAMENTAL II,EDUCAÇÃO PELA PEDRA,JOÃO CABRAL DE MELO NETO,ALFAGUARA,"1,100", R$  95.00 ," R$  104,500.00 "
FUNDAMENTAL II,ENSAIOS FOTOGRÁFICOS,MANOEL DE BARROS,ALFAGUARA,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,FELIZ ANO VELHO,"PAIVA, MARCELO RUBENS",ALFAGUARA,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,MORTE E VIDA SEVERINA,JOÃO CABRAL DE MELO NETO,ALFAGUARA,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,MUSEU FE TUDO,JOÃO CABRAL DE MELO NETO,ALFAGUARA,"1,100", R$  90.00 ," R$  99,000.00 "
FUNDAMENTAL II,NOITES LEBLONINAS,JOÃO UBALDO RIBEIRO,ALFAGUARA,"1,100", R$  70.00 ," R$  77,000.00 "
FUNDAMENTAL II,NOTAS SOBRE UMA POSSÍVEL A CASA DE FARINHA,JOÃO CABRAL DE MELO NETO,ALFAGUARA,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,O ARTISTA INCONFESSÁVEL,JOÃO CABRAL DE MELO NETO,ALFAGUARA,"1,100", R$  85.00 ," R$  93,500.00 "
FUNDAMENTAL II,O CÃO SEM PLUMAS,JOÃO CABRAL DE MELO NETO,ALFAGUARA,"1,100", R$  85.00 ," R$  93,500.00 "
FUNDAMENTAL II,O MEU QUINTAL É MAIOR DO QUE O MUNDO,MANOEL DE BARROS,ALFAGUARA,"1,100", R$  85.00 ," R$  93,500.00 "
FUNDAMENTAL II,O QUE VEM AL CASO,JOÃO CABRAL DE MELO NETO,ALFAGUARA,"1,100", R$  75.00 ," R$  82,500.00 "
FUNDAMENTAL II,O SORRISO DO LAGARTO,JOÃO UBALDO RIBEIRO,ALFAGUARA,"1,100", R$  95.00 ," R$  104,500.00 "
FUNDAMENTAL II,POEMAS NEGROS,JORGE DE LIMA,ALFAGUARA,"1,100", R$  75.00 ," R$  82,500.00 "
FUNDAMENTAL II,POESIA COMPLETA,JOÃO CABRAL DE MELO NETO,ALFAGUARA,"1,100", R$  250.00 ," R$  275,000.00 "
FUNDAMENTAL II,POESIA TE ESCREVO AGORA,JOÃO CABRAL DE MELO NETO,ALFAGUARA,"1,100", R$  85.00 ," R$  93,500.00 "
FUNDAMENTAL II,SETEMBRO NÃO TEM SENTIDO,JOÃO UBALDO RIBEIRO,ALFAGUARA,"1,100", R$  85.00 ," R$  93,500.00 "
FUNDAMENTAL II,VENCECAVALO E O OUTRO POVO,JOÃO UBALDO RIBEIRO,ALFAGUARA,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,VILA REAL,JOÃO UBALDO RIBEIRO,ALFAGUARA,"1,100", R$  80.00 ," R$  88,000.00 "
FUNDAMENTAL II,VIVA O POVO BRASILEIRO,JOÃO UBALDO RIBEIRO,ALFAGUARA,"1,100", R$  150.00 ," R$  165,000.00 "
FUNDAMENTAL II,PREFIRO GENTE,KATIANA RIGAUD,AMÉLIE EDITORIAL,"1,100", R$  45.00 ," R$  49,500.00 "
FUNDAMENTAL II,CONTOS POPULARES DO BRASIL,SILVIO ROMERO,ARMAZEM DA CULTURA,"1,100", R$  65.00 ," R$  71,500.00 "
FUNDAMENTAL II,CRONICAS DA ALDEIA,LIRA NETO,ARMAZEM DA CULTURA,"1,100", R$  68.00 ," R$  74,800.00 "
FUNDAMENTAL II,O OLHAR DE LEONARDO DA VINCI,CLETO B. PONTES,ARMAZEM DA CULTURA,"1,100", R$  51.00 ," R$  56,100.00 "
FUNDAMENTAL II,O PESO DA LUZ,SOCORRO ACIOLI,ARMAZEM DA CULTURA,"1,100", R$  64.00 ," R$  70,400.00 "
FUNDAMENTAL II,O SABER DO TEMPO,ARLENE HOLANDA,ARMAZEM DA CULTURA,"1,100", R$  67.00 ," R$  73,700.00 "
FUNDAMENTAL II,"PLANTOU PALAVRA, COLHEU POESIA",SOCORRO ACIOLI,ARMAZEM DA CULTURA,"1,100", R$  58.00 ," R$  63,800.00 "
FUNDAMENTAL II,MEMORIAL DE MARIA MOURA,RACHEL DE QUEIROZ,BESTBOLSO,"1,100", R$  40.00 ," R$  44,000.00 "
FUNDAMENTAL II,A PASSAGEM PROIBIDA,MUSTAFA YAZBEK,BRASIL TROPICAL,"1,100", R$  15.00 ," R$  16,500.00 "
FUNDAMENTAL II,MORFEU O SENHOR DOS SONHOS NO MUNDO DO FAZ DE CONTA,PAIVA NEVES,BRASIL TROPICAL,"1,100", R$  15.00 ," R$  16,500.00 "
FUNDAMENTAL II,SHAKESPEARE- UMA AVENTURA NO SERTÃO,ARIEVALDO VIANA,BRASIL TROPICAL,"1,100", R$  30.00 ," R$  33,000.00 "
FUNDAMENTAL II,ALIKA,REGINA LUZ,CARAMURÊ,"1,100", R$  69.00 ," R$  75,900.00 "
FUNDAMENTAL II,AVENTURAS E TRAVESSURAS NO 2 DE JULHO,NEIDE CORTIZO,CARAMURÊ,"1,100", R$  64.00 ," R$  70,400.00 "
FUNDAMENTAL II,BOCA DE CENA,CLEISE FURTADO MENDES,CARAMURÊ,"1,100", R$  64.00 ," R$  70,400.00 "
FUNDAMENTAL II,DOMINGO NA PRAÇA,NEIDE CORTIZO,CARAMURÊ,"1,100", R$  64.00 ," R$  70,400.00 "
FUNDAMENTAL II,ESTELINHA,CRISTINA CUNHA,CARAMURÊ,"1,100", R$  64.00 ," R$  70,400.00 "
FUNDAMENTAL II,EU E MEU LUGAR,VANIA ABREU,CARAMURÊ,"1,100", R$  64.00 ," R$  70,400.00 "
FUNDAMENTAL II,FAROL,MABEL VELLOSO,CARAMURÊ,"1,100", R$  60.00 ," R$  66,000.00 "
FUNDAMENTAL II,GABRIEL E O ANJO DA BAGUNÇA,CLEISE FURTADO MENDES,CARAMURÊ,"1,100", R$  45.00 ," R$  49,500.00 "
FUNDAMENTAL II,"LÂMPADAS, LAMPARINAS E LAMPIÓES",NEIDE CORTIZO,CARAMURÊ,"1,100", R$  64.00 ," R$  70,400.00 "
FUNDAMENTAL II,"MAILON, O CÃO QUE LATE PARA O ESPELHO",SAULO DOURADO,CARAMURÊ,"1,100", R$  56.00 ," R$  61,600.00 "
FUNDAMENTAL II,MARTAGÃO CONTRA O DRAGÃO,MARIA ANTÔNIA RAMOS COUTINHO,CARAMURÊ,"1,100", R$  64.00 ," R$  70,400.00 "
FUNDAMENTAL II,O LIVRO DAS HISTÓRIAS QUE SE MISTURAM,NEIDE CORTIZO,CARAMURÊ,"1,100", R$  64.00 ," R$  70,400.00 "
FUNDAMENTAL II,O SAPO GENERAL E A MENINA RAFINHA,JADELSON ANDRADE,CARAMURÊ,"1,100", R$  50.00 ," R$  55,000.00 "
FUNDAMENTAL II,POEMINHAS NATURAIS,FERNANDO PESSOA,CARAMURÊ,"1,100", R$  64.00 ," R$  70,400.00 "
FUNDAMENTAL II,QUEM ESTÁ AÍ?,NEIDE CORTIZO,CARAMURÊ,"1,100", R$  64.00 ," R$  70,400.00 "
FUNDAMENTAL II,SUPER-HERÓIS LAVAM A LOUÇA?,SAULO DOURADO,CARAMURÊ,"1,100", R$  55.00 ," R$  60,500.00 "
FUNDAMENTAL II,"THEODORO, UMA VIAGEM NO ONTEM",MABEL VELLOSO,CARAMURÊ,"1,100", R$  64.00 ," R$  70,400.00 "
FUNDAMENTAL II,TIA CIATA E UM SONHO DE MENINA,LENA LÓIS,CARAMURÊ,"1,100", R$  64.00 ," R$  70,400.00 "
FUNDAMENTAL II,A FERA DO CANAVIAL,ALMIR MOTA,CASA DA PROSA,"1,100", R$  40.00 ," R$  44,000.00 "
FUNDAMENTAL II,O SERTANEJO E A MOÇA ENCANTADA,ALMIR MOTA,CASA DA PROSA,"1,100", R$  40.00 ," R$  44,000.00 "
FUNDAMENTAL II,CASTRO ALVES - O POETA DA ABOLIÇÃO ,CASTRO ALVES,CASA DE LETRAS,"1,100", R$  53.00 ," R$  58,300.00 "
FUNDAMENTAL II,CEM GRILOS ,HENRI MEUNIER ,CASA DE LETRAS,"1,100", R$  38.00 ," R$  41,800.00 "
FUNDAMENTAL II,"ENCONTROS DE HISTORIAS - DO ARCO IRIS A LUA, DO BRASIL A AFRICA ",REGINA CLARO,CASA DE LETRAS,"1,100", R$  34.00 ," R$  37,400.00 "
FUNDAMENTAL II,FAUSTO,JOHANN WOLFGANG,CASA DE LETRAS,"1,100", R$  38.00 ," R$  41,800.00 "
FUNDAMENTAL II,GANDHI - MINHA VIDA É MINHA MENSAGEM,JASON QUINN,CASA DE LETRAS,"1,100", R$  155.00 ," R$  170,500.00 "
FUNDAMENTAL II,GUILHERME TELL,FRIEDERICH SCHILLER,CASA DE LETRAS,"1,100", R$  38.00 ," R$  41,800.00 "
FUNDAMENTAL II,LEONARDO DA VINCI - HOMEM DA RENANCENÇA,DAN DANKO,CASA DE LETRAS,"1,100", R$  82.00 ," R$  90,200.00 "
FUNDAMENTAL II,"NATAN, O SABIO",GOTTHOLD EPHRAIM ,CASA DE LETRAS,"1,100", R$  58.00 ," R$  63,800.00 "
FUNDAMENTAL II,NELSON MANDELA,REGONA TRIVINO,CASA DE LETRAS,"1,100", R$  135.00 ," R$  148,500.00 "
FUNDAMENTAL II,OS IRMÃOS BIGODE,ALEX COUSSEAU ,CASA DE LETRAS,"1,100", R$  38.00 ," R$  41,800.00 "
FUNDAMENTAL II,OS TRABALHOS DE HERCULES,RYAN FOLEY,CASA DE LETRAS,"1,100", R$  125.00 ," R$  137,500.00 "
FUNDAMENTAL II,LEMBRAR É FÁCIL,PALMARÍ H. DE LUCENA,ALBATROZ,"1,100", R$  19.00 ," R$  20,900.00 "
