INDICAÇÃO,TÍTULO,AUTOR,EDITORA,QUANT,VALOR UNITÁRIO,VALOR TOTAL
FUNDAMENTAL II,PARA SER BERNARDO,DANSA,LÊ,1100,63,69300
FUNDAMENTAL II,PASSAGEIRA 45: O VALE DOS MISTÉRIOS,FLÁVIA CÔRTES,LÊ,1100,66,72600
FUNDAMENTAL II,PLANO DE ATAQUE E O VALE DOS MISTÉRIOS ,LUIS EDUARDO MATTA,LÊ,1100,66,72600
FUNDAMENTAL II,ESPUMAS FLUTUANTES,CASTRO ALVES,MARTIN CLARET,1100,39,42900
FUNDAMENTAL II,I JUCA PIRAMA OS TIMBIRAS OUTROS POEMAS,GONÇALVES DIAS,MARTIN CLARET,1100,39,42900
FUNDAMENTAL II,OS ESCRAVOS,CASTRO ALVES,MARTIN CLARET,1100,39,42900
FUNDAMENTAL II,ÚLTIMOS CANTOS,GONÇALVES DIAS,MARTIN CLARET,1100,50,55000
FUNDAMENTAL II,AS CINCO DAMAS DA CONDESSA,SIMONE CAVALCANTE,MUNDO LEITURA,1100,45,49500
FUNDAMENTAL II,O DIÁRIO DE DANDARA,CLAUDIA LINS,MUNDO LEITURA,1100,59,64900
FUNDAMENTAL II,"CONTOS BRASILEIROS: ENCONTROS, DESENCONTOS E CONFLITOS",SAMIRA CAMPDELLI,MVC EDITORA,1100,79,86900
FUNDAMENTAL II,VIDA E POESIA DE AUGUSTO DOS ANJOS,JUCA PONTES,MVC EDITORA,1100,79,86900
FUNDAMENTAL II,ME CHAMO ARIANO,JUCA PONTES,MVERAS,1100,60,66000
FUNDAMENTAL II,A HISTÓRIA DE AMOR DE FERNANDO E ISAURA,ARIANO SUASSUNA,NOVA FRONTEIRA,1100,65,71500
FUNDAMENTAL II,A PENA E A LEI ,ARIANO SUASSUNA,NOVA FRONTEIRA,1100,55,60500
FUNDAMENTAL II,AUTO DE JOÃO DA CRUZ,ARIANO SUASSUNA,NOVA FRONTEIRA,1100,55,60500
FUNDAMENTAL II,FARSA DA BOA PREGUIÇA ,ARIANO SUASSUNA,NOVA FRONTEIRA,1100,65,71500
FUNDAMENTAL II,O CASAMENTO SUSPEITOSO,ARIANO SUASSUNA,NOVA FRONTEIRA,1100,55,60500
FUNDAMENTAL II,O DESERTOR DE PRINCESA,ARIANO SUASSUNA,NOVA FRONTEIRA,1100,50,55000
FUNDAMENTAL II,O SEDUTOR DO SERTÃO,ARIANO SUASSUNA,NOVA FRONTEIRA,1100,60,66000
FUNDAMENTAL II,UMA MULHER VESTIDA DE SOL,ARIANO SUASSUNA,NOVA FRONTEIRA,1100,55,60500
FUNDAMENTAL II,VIDA-NOVA BRASILEIRA E OUTROS TEXTOS EM PROSA E VERSO,ARIANO SUASSUNA,NOVA FRONTEIRA,1100,50,55000
FUNDAMENTAL II,AS CEM MELHORES CRÔNICAS BRASILEIRAS,JOAQUIM FERREIRA DOS SANTOS,OBJETIVA,1100,90,99000
FUNDAMENTAL II,CRÔNICAS PARA LER NA ESCOLA - IGNÁCIO DE LOYOLA BRANDÃO,IGNÁCIO DE LOYOLA BRANDÃO,OBJETIVA,1100,58,63800
FUNDAMENTAL II,ILUSTRAÇÕES PARA FOTOGRAFIAS DE DANDARA,JOÃO CABRAL DE MELO NETO,OBJETIVA,1100,60,66000
FUNDAMENTAL II,MAIS COMÉDIAS PARA LER NA ESCOLA,LUIS FERNANDO VERISSIMO,OBJETIVA,1100,60,66000
FUNDAMENTAL II,O REI DA NOITE,JOÃO UBALDO RIBEIRO,OBJETIVA,1100,65,71500
FUNDAMENTAL II,OS CEM MELHORES CONTOS BRASILEIROS DO SÉCULO,ITALO MORICONI JUNIOR,OBJETIVA,1100,98,107800
FUNDAMENTAL II,POEMAS PARA LER NA ESCOLA - JOÃO CABRAL DE MELO NETO,JOÃO CABRAL DE MELO NETO,OBJETIVA,1100,63,69300
FUNDAMENTAL II,POEMAS PARA LER NA ESCOLA - MÁRIO QUINTANA,MARIO QUINTANA,OBJETIVA,1100,63,69300
FUNDAMENTAL II,REDAÇÃO INFALÍVEL,DÉBORA ALADIM,OBJETIVA,1100,53,58300
FUNDAMENTAL II,QUEM CHAMAREI DE LAR,MYRIAM SCOTTI,PANTOGRAF,1100,60,66000
FUNDAMENTAL II,O ACORDO – SUCESSO NO TIKTOK,ELLE KENNEDY,PARALELA,1100,60,66000
FUNDAMENTAL II,O ALQUIMISTA,PAULO COELHO,PARALELA,1100,43,47300
FUNDAMENTAL II,O ERRO – SUCESSO NO TIKTOK,ELLE KENNEDY,PARALELA,1100,60,66000
FUNDAMENTAL II,O JOGO – SUCESSO NO TIKTOK,ELLE KENNEDY,PARALELA,1100,60,66000
FUNDAMENTAL II,LIVRO DAS ORIGENS,JOSE ARRABAL,PAULINAS,1100,45,49500
FUNDAMENTAL II,LUIZ GAMA - A SGA DE UM LIBERTADOR,MAGUI,PEIROPOLIS,1100,64,70400
FUNDAMENTAL II,MIL MILHAS,TAMARA KLINK,PEIROPOLIS,1100,70,77000
FUNDAMENTAL II,QUIDUNGO ,JOAQUIM DE ALMEIDA,PEIROPOLIS,1100,70,77000
FUNDAMENTAL II,FEITO CÃO E GATO,LUH OLIVEIRA,PENALUX,1100,40,44000
FUNDAMENTAL II,A FALÊNCIA,JULIA LOPES DEALMEIDA,PENGUIN,1100,50,55000
FUNDAMENTAL II,IRACEMA,JOSÉ DE ALENCAR,PENGUIN,1100,43,47300
FUNDAMENTAL II,MEMÓRIAS DE UM SARGENTO DE MILÍCIAS,MANUEL ANTÔNIO DE ALMEIDA,PENGUIN,1100,45,49500
FUNDAMENTAL II,O ATENEU,RAUL POMPEIA,PENGUIN,1100,50,55000
FUNDAMENTAL II,O CORTIÇO,ALUÍSIO AZEVEDO,PENGUIN,1100,45,49500
FUNDAMENTAL II,PAPÉIS AVULSOS,MACHADO DE ASSIS,PENGUIN,1100,53,58300
FUNDAMENTAL II,QUINCAS BORBA,MACHADO DE ASSIS,PENGUIN,1100,50,55000
FUNDAMENTAL II,TRISTE FIM DE POLICARPO QUARESMA,LIMA BARRETO,PENGUIN,1100,48,52800
FUNDAMENTAL II,ÚRSULA,MARIA FIRMINA DOS REIS,PENGUIN,1100,45,49500
FUNDAMENTAL II,DA IDEIA AO BILHÃO,DANIEL BERGAMASCO,PORTFOLIO-PENGUIN,1100,68,74800
FUNDAMENTAL II,ONDAS AGITADAS - POEMAS E PENSAMENTOS ,GONZAGA MOTA ,PREMIUS,1100,30,33000
FUNDAMENTAL II,A MEGERA DOMADA,WILLIAM SHAKESPEARE,PRINCIPIS,1100,20,22000
FUNDAMENTAL II,ILIADA,DIEGO AGRIMBAU,PRINCIPIS,1100,30,33000
FUNDAMENTAL II,MULHERES NEGRAS ISNPIRADORAS,MOREIRA DE ACOPIARA,PRINCIPIS,1100,35,38500
FUNDAMENTAL II,O MERCADOR DE VENEZA,WILLIAM SHAKESPEARE,PRINCIPIS,1100,20,22000
FUNDAMENTAL II,O SONHO DE LAMPIÃO,MARCO HAURELIO,PRINCIPIS,1100,35,38500
FUNDAMENTAL II,ODISSEIA,DIEGO AGRIMBAU,PRINCIPIS,1100,30,33000
FUNDAMENTAL II,OS TRES MOSQUITEIROS,ALEXANDRE DUMAS,PRINCIPIS,1100,30,33000
FUNDAMENTAL II,A REVOLUÇÃO DOS BICHOS,GEORGE ORWELL,QUADRINHOS NA CIA,1100,70,77000
FUNDAMENTAL II,ANNE FRANK — A BIOGRAFIA ILUSTRADA,SID JACOBSON,QUADRINHOS NA CIA,1100,58,63800
FUNDAMENTAL II,AS BARBAS DO IMPERADOR,LILIA MORITZ SCHWARCZ,QUADRINHOS NA CIA,1100,73,80300
FUNDAMENTAL II,AVENIDA PAULISTA,LUIZ GÊ,QUADRINHOS NA CIA,1100,60,66000
FUNDAMENTAL II,CLARA DOS ANJOS,BARRETO LIMA,QUADRINHOS NA CIA,1100,68,74800
FUNDAMENTAL II,D. JOÃO CARIOCA,"SCHWARCZ, LILIA MORITZ; SPACCA",QUADRINHOS NA CIA,1100,63,69300
FUNDAMENTAL II,DOIS IRMÃOS,"HATOUM, MILTON; MOON, FÁBIO; BÁ, GABRIEL; FÁBIO MOON E GABRIEL BÁ,",QUADRINHOS NA CIA,1100,68,74800
FUNDAMENTAL II,GRANDE SERTÃO: VEREDAS (EDIÇÃO EM QUADRINHOS),JOÃO GUIMARÃES ROSA,QUADRINHOS NA CIA,1100,100,110000
FUNDAMENTAL II,HILDA E O TROLL,LUKE PEARSON,QUADRINHOS NA CIA,1100,53,58300
FUNDAMENTAL II,O ALIENISTA (EDIÇÃO EM QUADRINHOS),"MOON, FÁBIO; BÁ, GABRIEL; ASSIS, MACHADO DE",QUADRINHOS NA CIA,1100,60,66000
FUNDAMENTAL II,O ÚLTIMO CAVALEIRO ANDANTE,WILL EISNER,QUADRINHOS NA CIA,1100,53,58300
FUNDAMENTAL II,OS SERTÕES,"FERREIRA, CARLOS; ROSA, RODRIGO",QUADRINHOS NA CIA,1100,60,66000
FUNDAMENTAL II,SAPIENS (EDIÇÃO EM QUADRINHOS): O NASCIMENTO DA HUMANIDADE,YUVAL NOAH HARARI,QUADRINHOS NA CIA,1100,78,85800
FUNDAMENTAL II,CANGAÇO,GRACILIANO RAMOS,RECORD,1100,65,71500
FUNDAMENTAL II,CARTAS,GRACILIANO RAMOS,RECORD,1100,65,71500
FUNDAMENTAL II,INFÂNCIA,GRACILIANO RAMOS,RECORD,1100,65,71500
FUNDAMENTAL II,INSÔNIA,GRACILIANO RAMOS,RECORD,1100,50,55000
FUNDAMENTAL II,PEQUENA HISTÓRIA DA REPUBLICA,GRACILIANO RAMOS,RECORD,1100,50,55000
FUNDAMENTAL II,SÃO BERNARDO,GRACILIANO RAMOS,RECORD,1100,55,60500
FUNDAMENTAL II,VIAGEM,GRACILIANO RAMOS,RECORD,1100,55,60500
FUNDAMENTAL II,CONVERGENTE,VERONICA ROTH,ROCCO,1100,55,60500
FUNDAMENTAL II,DIVERGENTE - UMA ESCOLHA PODE TE TRANSFORMAR,VERONICA ROTH,ROCCO,1100,55,60500
FUNDAMENTAL II,HARRY POTTER E A CÂMARA SECRETA - (CAPA DURA),J.K ROWLING,ROCCO,1100,65,71500
FUNDAMENTAL II,HARRY POTTER E A CRIANÇA AMALDIÇOADA,J.K ROWLING,ROCCO,1100,65,71500
FUNDAMENTAL II,INSURGENTE - UMA ESCOLHA PODE TE DESTRUIR,VERONICA ROTH,ROCCO,1100,55,60500
FUNDAMENTAL II,ASTRONOMIA - CIENCIA EM VERSOS DE CORDEL,GONÇALO FERREIRA ,ROVELLE,1100,56,61600
FUNDAMENTAL II,BRASILIANA LENDAS DO BRASIL EM CORDEL,GONÇALO FERREIRA ,ROVELLE,1100,60,66000
FUNDAMENTAL II,CRIAÇÃO - CIENCIAS EM VERSOS DE CORDEL,GONÇALO FERREIRA ,ROVELLE,1100,56,61600
FUNDAMENTAL II,HISTORIAS AMARELADAS,SONIA ROSA,ROVELLE,1100,55,60500
FUNDAMENTAL II,TER OU NÃO TER,LUIZ CLAUDIO CARDOSO,ROVELLE,1100,49,53900
FUNDAMENTAL II,MITOLOGIA POETICA ,DIVA LOPES,SAÍRA,1100,68,74800
FUNDAMENTAL II,O ULTIMO PASSARO DAQUI ,BRUNO ENRIQUE COELHO,SAÍRA,1100,60,66000
FUNDAMENTAL II,SERÁ O BENEDITO,MARIO DE ANDRADE,SAÍRA,1100,51,56100
FUNDAMENTAL II,A BAILARINA FANTASMA,SOCORRO ACIOLI,SEGUINTE,1100,50,55000
FUNDAMENTAL II,A CABEÇA DO SANTO,SOCORRO ACIOLI,SEGUINTE,1100,60,66000
FUNDAMENTAL II,CINDERELA CHINESA,ADELINE YEN MAH,SEGUINTE,1100,55,60500
FUNDAMENTAL II,DE REPENTE NAS PROFUNDEZAS DO BOSQUE,AMÓS OZ,SEGUINTE,1100,55,60500
FUNDAMENTAL II,EU SOU MALALA (EDIÇÃO JUVENIL),"MALALA YOUSAFZAI, PATRICIA  MCCORMICK",SEGUINTE,1100,55,60500
FUNDAMENTAL II,FRANKENSTEIN,MARY SHELLEY,SEGUINTE,1100,50,55000
FUNDAMENTAL II,HEROÍNAS NEGRAS BRASILEIRAS,JARID ARRAES,SEGUINTE,1100,43,47300
FUNDAMENTAL II,HISTÓRIAS DE MISTÉRIO,LYGIA FAGUNDES TELLES,SEGUINTE,1100,50,55000
FUNDAMENTAL II,O MENINO DO PIJAMA LISTRADO,JOHN BOYNE,SEGUINTE,1100,58,63800
FUNDAMENTAL II,OS MISERÁVEIS,VICTOR HUGO,SEGUINTE,1100,55,60500
FUNDAMENTAL II,AMIGOS DE VERDADE,ANGELICA SAMPAIO,SOL LITERARIO,1100,43,47300
FUNDAMENTAL II,O CAJUEIRO,ANGELICA SAMPAIO,SOL LITERARIO,1100,43,47300
FUNDAMENTAL II,OLHAOS PARA MARIELLA,ANGELICA SAMPAIO,SOL LITERARIO,1100,40,44000
FUNDAMENTAL II,OS OLHOS NÃO VEEM O CORAÇÃO SENTE,ANGELICA SAMPAIO,SOL LITERARIO,1100,44,48400
FUNDAMENTAL II,MAIS QUE FUTEBOL: POESIA,FABIO BRAZZA,TIMBÚ,1100,50,55000
FUNDAMENTAL II,ASSASSINATO NO CONDOMÍNIO DE LUXO ,TITO PRATES,TRILHA EDUCACIONAL,1100,60,66000
FUNDAMENTAL II,BIEL - A JORNADA PARA A CURA ,NALU SAAD ,TRILHA EDUCACIONAL,1100,56,61600
FUNDAMENTAL II,FAMÍLIA SEM NOME ,JULIO VERNE ,TRILHA EDUCACIONAL,1100,53,58300
FUNDAMENTAL II,MAYRA E A FLORESTA VIVA ,"ADRIANA KORTLANDT, MARCELO CAPUTTI, MARCOS LINHARES ",TRILHA EDUCACIONAL,1100,37,40700
FUNDAMENTAL II,MEUS ÚLTIMOS 45 DIAS ,ROGER CHEDID ,TRILHA EDUCACIONAL,1100,40,44000
FUNDAMENTAL II,O FAROL DO FIM DO MUNDO ,JULIO VERNE ,TRILHA EDUCACIONAL,1100,40,44000
FUNDAMENTAL II,O PRESIDENTE NEGRO - O CHOQUE DAS RAÇAS,MONTEIRO LOBATO ,TRILHA EDUCACIONAL,1100,39,42900
FUNDAMENTAL II,STEPH - A SUPER HIPER-ATIVA ,VIVIANE FAIR ,TRILHA EDUCACIONAL,1100,38,41800
FUNDAMENTAL II,TERRA DA DIFICULIDADE ,FERNANDA OLIVEIRA FELIZ ,TRILHA EDUCACIONAL,1100,30,33000
FUNDAMENTAL II,O TESOURO PERDIDO DAS TERRAS DO SEM-FIM,PAWLO CIDADE,VIA LITTERARUM,1100,40,44000
,,,,,,28380000
,,,,,,
,,,,,,
INDICAÇÃO,TÍTULO,AUTOR,EDITORA,QUANT,VALOR UNITÁRIO,VALOR TOTAL
FORM PROF,CIDADE DE ÁGUA E SAL ,PAULO LINHARES ,ARMAZEM DA CULTURA,700,48,33600
FORM PROF,JÁDER DE CARVALHO E O DIÁRIO DO POVO ,JOSÉ ALFREDO MONTENEGRO,ARMAZEM DA CULTURA,700,52,36400
FORM PROF,JOSÉ DE ALENCAR O PROFETA E O CHOCOLATE ,PAULO LINHARES ,ARMAZEM DA CULTURA,700,48,33600
FORM PROF,O CORUJAO CORUJA ,ALUISIO DE AZEVEDO ,ARMAZEM DA CULTURA,700,53,37100
FORM PROF,PRODUÇÃO CULTURTAL ,RACHEL GADELHA ,ARMAZEM DA CULTURA,700,54,37800
FORM PROF,UM CERTO CONTAO COM A LUA,ANTONIO GIRÃO BARROSO,ARMAZEM DA CULTURA,700,48,33600
FORM PROF,ENTRE LUGARES SOL POR SOBRE MARGENS,ÂNGELA LINHARES,BRASIL TROPICAL,700,60,42000
FORM PROF,A PEDAGOGIA NOVO NORMAL,"CASEMIRO CAMPOS, FERNANDA DE FAÇANHA, JULIANA MARINA E RAIMUNDA NONATA",CAMINHAR,700,30,21000
FORM PROF,"AVALIAÇÃO DA EDUCAÇÃO, DESEMPENHO ESCOLAR E GESTÃO PEDAGÓGICA",CASEMIRO DE MEDEIROS CAMPOS FABRÍCIA ROBERTA VIANAMARIA ELIANA ALVES LIMA,CAMINHAR,700,50,35000
FORM PROF,"AVALIAÇÃO, APRENDIZAGEM E GESTÃO ESCOLAR",LEOMAR,CAMINHAR,700,30,21000
FORM PROF,BNCC – BASE NACIONAL COMUM CURRICULARUMA REFLEXÃO PARA ALÉM DA DEFINIÇÃO NORMATIVA,CASEMIRO DE MEDEIROS CAMPOS,CAMINHAR,700,40,28000
FORM PROF,CAMINHOS DA PRÁTICA EDUCATIVA,MARIA CLAUDIA GOMES BARBOSADAYANE DA SILVA BEZERRA,CAMINHAR,700,40,28000
FORM PROF,DIDÁTICA: FERRAMENTA PARA O TRABALHO DOCENTE EM SALA DE AULA,CASEMIRO DE MEDEIROS CAMPOS,CAMINHAR,700,50,35000
FORM PROF,ESCOLA DE TEMPO INTEGRAL – EDUCAÇÃO INFANTIL E ENSINO FUNDAMENTAL – TEORIA E PRÁTICA,"Casemiro de Medeiros Campos, Gleice Nascimento e Maria Claudia Soares Gomes Barbosa",CAMINHAR,700,50,35000
FORM PROF,GESTÃO ESCOLAR E APRENDIZAGEM,"CASEMIRO CAMPOS, LÍDIA AZEVEDO, MRYLAND PEREIRA BESSA MAIA",CAMINHAR,700,50,35000
FORM PROF,PEDAGOGIA CRÍTICA,"CASEMIRO CAMPOS, ANA CLÁUDIA FARIAS, JULIANA MARINA DE FAÇANHA E CAMPOS",CAMINHAR,700,50,35000
FORM PROF,A VOZ DOS OUTROS,JOSE DE NICOLAS,CASA DE LETRAS,700,185,129500
FORM PROF,COMO IMPLEMENTAR UMA POLITICA DE EDUCAÇÃO ABERTA,DEBORA SEBRIAM,CASA DE LETRAS,700,49,34300
FORM PROF,CORAÇÃO DE PROFESSOR É ESPAÇO DE AMIZADE,ALUISIO CAVALCANTE JR,CENE,700,60,42000
FORM PROF,A DITADURA MILITAR 1964-1985 - MOMENTOS DA REPÚBLICA BRASILEIRA,EVALDO VIEIRA,CORTEZ,700,62,43400
FORM PROF,A FILOSOFIA COMO CRÍTICA DA CULTURA,PAULO GHIRALDELLI JR.,CORTEZ,700,59,41300
FORM PROF,A JUSTIÇA POPULAR EM CABO VERDE,BOAVENTURA DE SOUSA SANTOS,CORTEZ,700,81,56700
FORM PROF,APRENDENDO COM OS APRENDIZES - A CONSTRUÇÃO DE VÍNCULOS ENTRE PROFESSORES E ALUNOS,GABRIEL CHALITA,CORTEZ,700,55,38500
FORM PROF,ASSÉDIO MORAL CONTRA MULHERES NAS ORGANIZAÇÕES,PATRÍCIA MARIA FIGUEREDO,CORTEZ,700,78,54600
FORM PROF,ATLAS DA EXCLUSÃO SOCIAL - DINÂMICA DA EXCLUSÃO SOCIAL NA PRIMEIRA DÉCADA DO SÉCULO XXI,ALEXANDRE GUERRA - MARCIO POCHMANN - RONNIE ALDRIN (ORG.),CORTEZ,700,84,58800
FORM PROF,DA FALA PARA A ESCRITA,LUIZ ANTONIO MARCUSCHI,CORTEZ,700,52,36400
FORM PROF,DEFICIENCIA E DIVERSIDADE - EDUCAÇÃO INCLUSIVA ,MARCOS CEZAR,CORTEZ,700,55,38500
FORM PROF,DESCORTESIA E CORTESIA - EXPRESSAO DE CULTURAS,ANA LUCIA TINOCO,CORTEZ,700,86,60200
FORM PROF,DEUSES DE PEDRA - ARTE NA GRÉCIA ANTIGA,DENISE ROCHAEL,CORTEZ,700,59,41300
FORM PROF,DIÁLOGOS GRÁFICOS - UMA DIDÁTICA DO ATELIÊ DE ARQUITETURA,ARTUR RENATO ORTEGA,CORTEZ,700,55,38500
FORM PROF,EDUCAÇÃO AMBIENTAL - REPENSANDO O ESPAÇO DA CIDADANIA,OBRA COLETIVA,CORTEZ,700,83,58100
FORM PROF,EDUCAÇÃO NÃO FORMAL NO CAMPO DAS ARTES,MARIA DA GLORIA GOHN (ORG.),CORTEZ,700,54,37800
FORM PROF,EDUCAÇÃO SUPERIOR - ESPAÇO DE FORMAÇÃO EM DIREITOS HUMANOS,AIDA MARIA MONTEIRO SILVA (ORG.),CORTEZ,700,85,59500
FORM PROF,ENSINO DE FILOSOFIA DO ENSINO MÉDIO  (PRETO),EVANDRO GHEDIN,CORTEZ,700,77,53900
FORM PROF,ENSINO DE FILOSOFIA NO ENSINO MÉDIO  (LARANJA),EVANDRO GHEDIN,CORTEZ,700,77,53900
FORM PROF,FILOSOFIA NO ENSINO MEDIO ,ANTONIO JOAQUIM SEVERINO,CORTEZ,700,89,62300
FORM PROF,MANUAL DE FONÉTICA ACÚSTICA EXPERIMENTAL,PLINIO A. BARBOSA; SANDRA MADUREIRA ,CORTEZ,700,80,56000
FORM PROF,O GRAU EM PERSPECTIVA - UMA ABORDAGEM CENTRADA AO USO,JOSE ROMERITO SILVA,CORTEZ,700,52,36400
FORM PROF,O PERCEBER DE QUEM ESTA NA ESCOLA SEM DISPOR DA VISÃO,ELCIE F. SALZANO MASINI,CORTEZ,700,62,43400
FORM PROF,O QUE É A PERGUNTA ?,MARIO SERGIO CORTELA,CORTEZ,700,63,44100
FORM PROF,POLÍTICA INDIGENISTA DE SAÚDE NO BRASIL,ROSIANE PINHEIRO,CORTEZ,700,52,36400
FORM PROF,PORTUGAL - ENSAIO CONTRA AUTOFLAGELAÇÃO,BOAVENTURA DE SOUSA SANTOS,CORTEZ,700,62,43400
FORM PROF,RÁDIO ESCOLAR - UMA EXPERIÊNCIA DE LETRAMENTO MIDIÁTICO,MARCOS BALTAR,CORTEZ,700,72,50400
FORM PROF,SABERES E AFETOS DO SER PROFESSOR,EMILIA CIPRIANO,CORTEZ,700,52,36400
FORM PROF,"TRADIÇÕES DISCURSIVAS , CONCEITOS, HISTÓRIAS E AQUISIÇÃO",SANDERLÉIA ROBERTA LONGHIN,CORTEZ,700,52,36400
FORM PROF,"MENTES INQUIETAS - TDAH: DESANTEÇÃO, HIPERATIVIDADE E IMPULSIVIDADE",ANA BEATRIZ BARBOSA SILVA,GLOBO,700,65,45500
FORM PROF,DIREITOS HUMANOS,MARK FRIEDMAN,HEDRA EDUCAÇÃO,700,54,37800
FORM PROF,OLHAR A AFRICA - FONTES VISUAIS PARA A SALA DE AULA,REGINA CLARO,HEDRA EDUCAÇÃO,700,180,126000
FORM PROF,PROTEGENDO O MEIO AMBIENTE - RECICLAGEM E COLETA SELETIVA,ANA CAROLINA AMARAL,HEDRA EDUCAÇÃO,700,129,90300
FORM PROF,VENCENDO O CYBER BULLYING,NICK HUNTER,HEDRA EDUCAÇÃO,700,89,62300
FORM PROF,A ESCOLA E SEUS DESAFIOS,CELSO ANTUNES,IMEPH,700,75,52500
FORM PROF,CALEIDOSCÓPIO DO CONTADOR DE HISTÓRIAS,"FABIANO MORAES, GIBA PEDROSA, LENICE GOMES",IMEPH,700,45,31500
FORM PROF,CIRANDAR: VIVÊNCIAS E EXPERIÊNCIAS NA EDUCAÇÃO INFANTIL,"ARLINDO ARAÚJO, GUARACIARA BARROS LEAL",IMEPH,700,110,77000
FORM PROF,CONCEPÇÕES E PRÁTICAS NA EDUCAÇÃO INFANTIL,OBRA COLETIVA,IMEPH,700,150,105000
FORM PROF,LEI BRASILEIRA DE INCLUSÃO,TIÃO SIMPATIA,IMEPH,700,40,28000
FORM PROF,O CASAMENTO DE ZÉ TEATRO COM MARIA ESCOLA,CRISPINIANO NETO,IMEPH,700,60,42000
FORM PROF,SER PROFESSOR HOJE,CELSO ANTUNES,IMEPH,700,60,42000
FORM PROF,ANTIGAMENTE ERA ASSIM,INES BRECCIO,PEIROPOLIS,700,75,52500
FORM PROF,BRINQUEDOS DO CHÃO ,GANDHY PIORSKI,PEIROPOLIS,700,75,52500
FORM PROF,LITERATURA ORAL PARA A INFANCIA E A JUVENTUDE,HENRIQUETA LISBOA,PEIROPOLIS,700,99,69300
FORM PROF,MUSICA NA EDUCAÇÃO INFANTIL,TECA ALENCAR,PEIROPOLIS,700,96,67200
FORM PROF,TRADIÇÃO E CRIAÇÃO DE JOGOS ,PATRICIO CASCO,PEIROPOLIS,700,72,50400
FORM PROF,ALFABETIZAÇÃO E LETRAMENTO - O QUE MUDA QUANDO MUDA O NOME,EDWIGES ZACCUR,ROVELLE,700,70,49000
FORM PROF,CRIANÇAS NARRADORAS E SUAS VIDAS COTIDIANAS,MARIA TEREZINHA ESPINOSA,ROVELLE,700,70,49000
FORM PROF,CULTURA ESCOLAR EM MOVIMENTO - DIALOGOS POSSIVEIS,ANDREA SERPA,ROVELLE,700,68,47600
FORM PROF,EDUCAÇÃO E SENSIBILIDADE,VERA WERNECK,ROVELLE,700,74,51800
FORM PROF,ESCOLA DA PONTE - VILA DAS AVES - PORTUGAL,ANDREA VILELA,ROVELLE,700,60,42000
FORM PROF,"TRACO, PALAVRA E COR - MANUAL DO PROFESS ",ANGELA LINHARES,SMILE,700,30,21000
FORM PROF,AUTISMO: O QUE FAZER E O QUE EVIATR,MARCOS PONTIS,VOZES,700,40,28000
FORM PROF,DINÂMICAS DE INTEGRAÇÃO: PARA FORMAR GRUPOS VENCEDORES,NEY WENDELL,VOZES,700,35,24500
FORM PROF,SÍNDROME DE DOWN E AS PRÁTICAS PEDAGÓGICAS,ANA CRISTINA DIAS ROCHA,VOZES,700,52,36400
FORM PROF,TDAH: O QUE FAZER E O QUE EVITAR,DONATELLA ARCANGELLI,VOZES,700,40,28000
FORM PROF,TRABALHANDO VALORES EM SALA DE AULA,CRIS PIZZIMENTI,VOZES,700,42,29400
,,,,,3388000,3388000
,,,,,,
,,,,,56335000,
,,,,,,
,,,,,,
,,,RESUMO:,,,
,,,INFANTIL,,9009000,
,,,FUNDAMENTAL I,,15558000,
,,,FUNDAMENTAL II,,28380000,
,,,FORMAÇÃO DE PROFESSORES,,3388000,
,,,TOTAIS:,,56335000,
